DATETIME,ESOI,ATHN,MXCO,ROME,AATB,LMKS,DRBS,MOSC,NEWK,KIEL,CALG,OULU,APTY,FSMT,NAIN,PWNK,SOPB,SOPO
2001-04-08 15:50:00,165.426,49.423,207.033,123.503,1292.16,392.183,100.4465127083333,201.892,84.672,150.774,274.825,94.732,153.06,184.792,180.292,185.764,41.028,237.562
2001-04-08 15:55:00,162.876,50.363,204.133,121.937,1283.24,389.71,99.88336208333321,200.342,83.352,149.953,276.528,93.66,154.8,183.574,181.304,188.036,40.64,238.156
2001-04-08 16:00:00,163.608,50.75,203.1,121.703,1281.52,391.077,99.909,200.096,83.08,149.72,275.222,94.296,152.84,185.682,182.438,182.116,40.852,236.724
2001-04-08 16:05:00,166.342,50.087,203.5,121.877,1283.08,390.937,100.25776625000006,202.36,85.694,150.3,274.272,93.973,153.0,185.32,184.647,182.542,40.394,236.698
2001-04-08 16:10:00,164.384,49.66,205.267,121.68,1278.1,388.963,100.0214554166666,201.442,82.874,151.673,272.895,95.343,153.18,183.262,181.5275262499999,185.19,40.752,236.518
2001-04-08 16:15:00,162.522,50.44,201.433,121.453,1273.62,392.333,100.041,201.83,83.084,152.46,274.826,95.649,153.42,183.346,181.368,182.856,39.814,237.69
2001-04-08 16:20:00,162.956,50.653,202.7,121.477,1281.12,389.877,99.65697812500001,198.87,83.608,148.4,271.027,94.892,153.58,183.77,177.942,184.042,40.448,235.792
2001-04-08 16:25:00,161.756,50.387,202.567,122.033,1270.74,388.327,99.9234752083332,201.56,83.358,150.353,271.091,94.547,154.26,182.998,182.192,183.292,39.862,236.528
2001-04-08 16:30:00,163.846,50.39,203.967,121.227,1271.4,388.113,99.483,199.722,83.992,150.683,273.031,93.977,153.56,182.042,181.72,180.792,40.64,235.29
2001-04-08 16:35:00,162.846,49.587,201.233,122.127,1277.04,391.993,100.05526791666664,199.962,84.524,150.377,272.87,94.092,154.64,182.558,180.012,180.704,40.842,235.556
2001-04-08 16:40:00,163.244,50.077,205.4,123.07,1262.08,393.39,100.31312416666673,201.942,83.78,150.117,273.921,94.928,154.38,183.712,177.916,183.688,40.998,238.078
2001-04-08 16:45:00,163.418,50.01,203.5,122.89,1266.52,391.347,100.3,199.128,83.002,150.373,273.758,94.917,152.52,180.39,180.802,180.736,40.734,238.318
2001-04-08 16:50:00,161.412,50.08,202.367,121.423,1268.6,389.16,99.93719583333328,198.624,82.054,150.733,274.386,93.879,152.96,179.542,181.792,184.136,40.46,237.986
2001-04-08 16:55:00,161.068,49.597,205.767,122.113,1266.18,392.393,99.9402420833335,199.318,83.75,150.07,271.13,93.662,151.92,180.526,176.018,183.928,40.926,239.64
2001-04-08 17:00:00,161.146,49.543,201.933,120.33,1266.86,391.613,100.33,199.016,81.864,150.55,275.275,94.845,152.88,182.18,184.024,183.436,41.39,240.58
2001-04-08 17:05:00,161.632,50.483,201.0,119.71,1267.44,391.993,100.29733875000011,200.294,82.94,150.333,272.874,95.512,154.12,180.62,185.686,183.142,41.164,238.25
2001-04-08 17:10:00,159.79,50.78,205.0,124.79,1264.34,392.487,100.0948675000001,200.68,84.024,148.71,273.931,92.929,152.86,180.774,180.562,184.148,41.612,240.058
2001-04-08 17:15:00,161.458,49.17,199.867,121.09,1266.24,391.697,101.22,202.016,82.964,153.757,273.57,93.219,152.7,181.732,184.744,182.508,42.164,239.916
2001-04-08 17:20:00,162.144,50.117,201.867,120.823,1264.66,391.23,99.8545939583334,197.914,83.376,149.477,273.963,94.373,153.28,181.456,182.542,183.528,41.936,240.69
2001-04-08 17:25:00,162.688,48.823,199.1,121.1,1270.22,388.853,100.14146729166654,202.64,84.71,150.037,275.652,92.216,153.0,182.162,179.246,185.28,41.522,239.482
2001-04-08 17:30:00,161.066,49.26,201.5,122.023,1262.28,389.58,99.329,199.33,82.214,150.297,273.242,92.44,151.12,183.958,181.012,183.896,41.636,240.124
2001-04-08 17:35:00,162.728,49.993,200.467,121.893,1265.26,389.167,99.70434937500002,198.568,83.7,148.727,276.01,93.513,154.14,182.17,183.274,186.268,41.3,237.464
2001-04-08 17:40:00,162.138,48.4,200.833,120.883,1266.6,384.407,99.89243791666658,200.136,83.792,150.317,275.026,94.315,153.34,182.36,184.468,184.624,41.058,237.33
2001-04-08 17:45:00,162.154,50.633,197.733,119.827,1267.32,385.863,100.304,198.412,84.016,151.273,275.192,93.615,152.8,181.76,178.518,182.89,41.08,237.192
2001-04-08 17:50:00,160.372,48.63,200.3,123.42,1264.14,387.807,99.93376270833328,199.014,83.468,149.957,271.889,94.561,153.48,180.63,181.006,185.13,40.384,240.172
2001-04-08 17:55:00,163.172,49.98,201.667,121.273,1264.84,385.77,99.587486875,199.11,85.542,148.347,272.518,93.463,152.82,181.876,181.646,183.852,40.54,237.076
2001-04-08 18:00:00,160.97,50.07,201.467,119.9,1257.86,384.84,99.179,198.564,82.772,147.22,273.708,93.825,153.56,181.924,179.298,182.602,40.884,232.554
2001-04-08 18:05:00,160.318,49.883,201.367,120.82,1256.24,383.02,99.37758374999994,197.88,84.57,149.917,275.23,93.143,152.06,181.56,180.394,183.366,40.244,234.102
2001-04-08 18:10:00,162.882,50.19,198.167,120.403,1256.74,383.7,99.33925458333331,196.806,82.278,148.78,273.179,93.688,152.4,183.188,183.478,183.734,40.196,235.68
2001-04-08 18:15:00,162.328,50.13,201.167,120.47,1256.56,383.25,99.13,196.138,82.822,148.323,272.022,92.555,151.06,183.35,181.198,182.4,40.29,237.338
2001-04-08 18:20:00,162.12,51.13,202.5,119.23,1258.16,382.237,98.96945333333336,196.36,82.866,148.297,273.705,91.148,151.96,183.308,179.8,182.146,40.458,236.288
2001-04-08 18:25:00,162.4,49.457,202.733,120.127,1251.88,383.893,99.00167541666673,196.048,82.938,148.533,273.971,92.25,151.46,181.358,180.854,182.232,40.222,235.85
2001-04-08 18:30:00,162.926,49.877,200.967,120.983,1259.18,381.397,98.608,195.918,83.646,147.28,272.286,92.468,148.22,181.784,183.424,183.13,40.74,235.446
