event_date,drop,intensity,dst,normalization,adjacency_method,global_efficiency,estrada_index,entropy,fractal,hurst_rs,modularity,assortativity,avg_katz,avg_closeness,avg_betweenness,avg_laplacian
2005-01-21,11.26,G4,-101.0,none,manhattan,0.3400069497495971,38.132273390747216,2.7504058190159526,1.091647017623357,0.6875556220786525,0.5215998115223976,-0.4222222222222222,0.2418721869522316,0.22886041218167263,0.2382352941176471,0.13915745718970488
2005-01-21,11.26,G4,-101.0,min_max,minkowski,0.34761931287666603,38.365705302566894,2.727255543358136,0.928890434049193,0.7225520196913031,0.5418941375514101,-0.38461538461538464,0.24173464899675712,0.24194563705374533,0.22254901960784315,0.13818417509589115
2005-01-21,11.26,G4,-101.0,z_score,minkowski,0.3216799336284633,37.69627513718964,2.6776627525107246,1.0059334117758567,0.5592889239612632,0.5750612083823263,-0.4177215189873418,0.24214841684926772,0.19933714843637435,0.28431372549019607,0.13497336385550862
2005-01-21,11.26,G4,-101.0,robust,minkowski,0.33559226720991453,37.91918856425189,2.650898800743404,1.0548602505088998,0.2351920369290253,0.5634254624922621,-0.3333333333333333,0.24199289830052273,0.2242941527570278,0.2450980392156863,0.13473660405537333
2005-01-21,11.26,G4,-101.0,decimal_scaling,minkowski,0.3355134856973094,37.929017438447275,2.7547972596367245,1.1030009223933417,0.729928541671589,0.5512021561609665,-0.18518518518518517,0.2419736500468929,0.2227165043262007,0.24705882352941172,0.13788633957172794
2005-01-21,11.26,G4,-101.0,none,minkowski,0.3355134856973094,37.929017438447275,2.7547972596367245,1.1030009223933417,0.7299285416715883,0.5512021561609665,-0.18518518518518517,0.2419736500468929,0.2227165043262007,0.24705882352941172,0.137886339571728
2005-05-14,0.0,Unknown,0.0,min_max,manhattan,0.3848301820728291,39.56861160285113,2.7016033967323008,1.4939016008786097,0.5813059814702075,0.5612348800580689,-0.29292929292929293,0.24096409387250198,0.30238118447011353,0.16470588235294117,0.1401951966927099
2005-05-14,0.0,Unknown,0.0,z_score,manhattan,0.38587184873949587,41.03070573158341,2.6800550917583146,1.426671376995912,0.4708941374864771,0.5729790347252505,-0.8,0.2405129078621711,0.2867098556402737,0.17352941176470588,0.14324613607944756
2005-05-14,0.0,Unknown,0.0,robust,manhattan,0.3890231092436976,40.6695031056044,2.7115984168434006,1.4545611000629484,0.3008509877537793,0.5612247181247842,-0.5845410628019324,0.24056355902709892,0.30020256325761563,0.16568627450980392,0.14345243865278146
2005-05-14,0.0,Unknown,0.0,decimal_scaling,manhattan,0.34869864612511686,38.355882626682465,2.7519976060279467,1.1277303060832182,0.6647996448400773,0.5471521438325522,-0.4,0.24172210195671173,0.24225936782717394,0.22156862745098038,0.1395714163530061
2005-05-14,0.0,Unknown,0.0,none,manhattan,0.34869864612511686,38.355882626682465,2.7519976060279463,1.1277303060832182,0.6647996448400807,0.5471521438325523,-0.4,0.24172210195671173,0.24225936782717394,0.22156862745098038,0.13957141635300627
